,月内平均値,月内中央値,月内最大値,月内最小値,会員期間,cluster
1424,6.25,7.0,8,4,25,3
1425,2.833333333,2.0,7,1,18,2
1426,3.571428571,4.0,7,1,19,2
1427,3.555555556,4.0,9,1,21,3
1428,6.416666667,6.5,9,3,25,3
1429,5.583333333,5.0,8,2,25,3
1430,5.333333333,5.5,7,3,25,3
1431,5.333333333,5.0,8,2,25,3
1432,3.0,3.0,3,3,13,2
1433,5.416666667,5.5,8,2,25,3
1434,5.416666667,6.0,8,2,25,3
1435,5.5,5.5,9,2,25,3
1436,6.25,7.0,9,3,25,3
1437,5.083333333,5.0,8,3,25,3
1438,2.0,2.0,2,2,13,2
1439,1.0,1.0,1,1,13,2
1440,5.75,6.0,9,2,25,3
1441,4.833333333,4.5,8,3,25,1
1442,5.333333333,4.5,10,3,25,3
1443,5.75,5.5,9,2,25,3
1444,5.0,5.0,8,3,25,3
1445,5.25,5.5,8,2,25,3
1446,6.0,6.0,8,4,25,3
1447,5.333333333,5.0,8,3,25,3
1448,5.416666667,5.0,8,4,25,3
1449,6.25,6.0,9,4,25,3
1450,5.416666667,5.5,8,3,25,3
1451,5.5,5.5,8,3,25,3
1452,6.166666667,6.0,9,5,25,3
1453,6.75,6.5,9,4,25,3
1454,4.833333333,5.0,7,2,25,1
1455,4.916666667,5.5,7,2,25,1
1456,6.166666667,6.0,8,5,25,3
1457,4.916666667,5.0,8,2,25,1
1458,5.083333333,5.0,7,2,25,1
1459,5.166666667,5.0,7,2,25,1
1460,2.666666667,2.5,5,1,18,2
1461,5.416666667,6.0,8,1,25,3
1462,5.666666667,5.0,9,2,25,3
1463,5.166666667,5.5,7,2,25,1
1464,6.416666667,6.0,9,4,25,3
1465,6.083333333,6.0,9,1,25,3
1466,3.333333333,3.5,5,1,18,2
1467,4.090909091,4.0,8,2,23,1
1468,5.916666667,6.0,8,3,25,3
1469,5.5,6.0,8,2,25,3
1470,5.75,5.5,10,3,25,3
1471,6.583333333,6.5,8,4,25,3
1472,5.666666667,5.5,9,4,25,3
1473,5.416666667,6.0,8,3,25,3
1474,5.916666667,6.0,9,4,25,3
1475,5.0,5.0,7,3,25,1
1476,5.5,6.0,8,1,25,3
1477,5.416666667,6.0,7,3,25,3
1478,5.5,5.5,9,2,25,3
1479,5.333333333,5.0,8,3,25,3
1480,5.333333333,6.0,8,2,25,3
1481,3.4,3.5,6,1,22,2
1482,5.333333333,6.0,7,3,25,3
1483,5.5,6.0,7,2,25,3
1484,3.6,3.0,7,3,22,2
1485,5.583333333,6.0,8,3,25,3
1486,5.25,5.5,7,2,25,1
1487,4.666666667,5.0,8,1,25,1
1488,5.0,5.0,7,2,25,1
1489,6.083333333,6.0,8,4,25,3
1490,5.583333333,6.0,8,3,25,3
1491,6.0,6.0,8,2,25,3
1492,5.833333333,6.0,8,3,25,3
1493,5.583333333,5.0,8,3,25,3
1494,5.166666667,5.5,7,2,24,1
1495,5.583333333,5.0,7,4,24,3
1496,5.916666667,6.0,8,3,24,3
1497,6.166666667,6.0,8,4,24,3
1498,5.5,6.0,8,3,24,3
1499,5.666666667,6.0,8,3,24,3
1500,3.0,3.0,4,2,13,2
1501,2.0,2.0,3,1,16,2
1502,5.916666667,6.0,9,4,24,3
1503,5.833333333,6.0,8,3,24,3
1504,5.666666667,6.0,8,4,24,3
1505,5.333333333,5.5,8,3,24,3
1506,5.666666667,6.0,8,2,24,3
1507,5.0,4.5,7,3,24,1
1508,5.25,6.0,8,2,24,3
1509,5.083333333,5.0,8,3,24,3
1510,6.0,6.0,8,3,24,3
1511,5.833333333,6.0,8,5,24,3
1512,4.916666667,5.0,8,2,24,3
1513,5.583333333,6.0,8,3,24,3
1514,5.75,5.5,8,4,24,3
1515,5.25,5.0,8,3,24,3
1516,6.25,6.0,8,5,24,3
1517,5.833333333,5.5,8,3,24,3
1518,4.583333333,4.0,7,3,24,1
1519,4.0,4.0,4,4,13,2
1520,5.333333333,6.0,7,3,24,3
1521,5.333333333,5.5,8,3,24,3
1522,5.166666667,5.5,8,2,24,3
1523,4.916666667,4.5,7,3,24,1
1524,6.166666667,6.5,7,4,24,3
1525,6.166666667,6.0,9,3,24,3
1526,2.5,2.5,3,2,13,2
1527,4.75,5.0,7,1,24,1
1528,6.25,6.0,8,4,24,3
1529,6.333333333,7.0,8,4,24,3
1530,6.333333333,7.0,9,3,24,3
1531,2.5,2.5,4,1,13,2
1532,4.916666667,4.5,8,2,24,1
1533,5.916666667,5.0,10,3,24,3
1534,5.583333333,5.0,8,4,24,3
1535,2.333333333,2.0,4,1,17,2
1536,5.5,5.0,8,3,24,3
1537,5.166666667,5.0,9,3,24,3
1538,5.5,5.0,9,3,24,3
1539,4.0,4.0,7,2,21,1
1540,4.2,4.0,8,2,21,3
1541,3.9,5.0,7,1,21,1
1542,6.0,6.0,10,3,24,3
1543,3.777777778,4.0,6,2,20,2
1544,5.75,6.0,9,2,24,3
1545,5.583333333,5.5,8,3,24,3
1546,5.416666667,5.5,9,3,24,3
1547,1.0,1.0,1,1,12,2
1548,4.0,4.0,4,4,12,2
1549,3.0,3.0,3,3,12,2
1550,4.0,4.0,4,4,12,2
1551,3.0,3.0,3,3,12,2
1552,2.0,2.0,2,2,12,2
1553,3.0,3.0,3,3,12,2
1554,1.0,1.0,1,1,12,2
1555,4.0,4.0,4,4,12,2
1556,5.5,5.0,7,4,24,3
1557,4.454545455,5.0,6,2,22,1
1558,4.166666667,4.0,7,1,23,1
1559,5.583333333,6.0,8,3,24,3
1560,4.583333333,4.5,8,2,24,1
1561,4.416666667,5.0,7,1,24,1
1562,4.272727273,4.0,6,2,22,1
1563,6.166666667,6.5,9,3,24,3
1564,3.181818182,4.0,6,1,22,2
1565,3.363636364,3.0,8,1,22,1
1566,5.0,5.0,8,2,24,3
1567,5.25,5.5,7,3,24,3
1568,5.166666667,5.0,8,3,24,3
1569,5.583333333,5.5,8,4,24,3
1570,5.416666667,5.5,10,2,24,3
1571,6.166666667,6.0,9,4,24,3
1572,6.083333333,6.0,9,4,24,3
1573,5.666666667,6.0,9,3,24,3
1574,3.818181818,4.0,6,1,22,2
1575,3.0,3.0,3,3,12,2
1576,5.666666667,6.0,9,3,24,3
1577,5.166666667,5.5,8,2,24,3
1578,3.0,3.0,3,3,12,2
1579,4.916666667,5.0,8,2,24,3
1580,6.0,6.0,8,4,24,3
1581,5.5,5.0,9,4,24,3
1582,6.0,6.5,7,4,24,3
1583,3.285714286,3.0,5,2,18,2
1584,5.166666667,5.0,8,2,24,3
1585,5.833333333,6.0,7,3,24,3
1586,6.25,6.0,11,4,24,3
1587,5.333333333,5.0,7,4,24,3
1588,3.0,3.0,3,3,12,2
1589,4.916666667,5.0,8,2,24,3
1590,2.0,2.0,2,2,12,2
1591,5.75,5.5,8,1,24,3
1592,5.666666667,6.0,8,3,24,3
1593,2.333333333,2.0,5,1,16,2
1594,2.2,2.0,3,1,15,2
1595,5.666666667,6.0,7,4,23,3
1596,6.166666667,7.0,7,4,23,3
1597,4.090909091,5.0,6,2,21,1
1598,6.0,6.0,10,4,23,3
1599,6.333333333,6.5,9,4,23,3
1600,5.916666667,6.0,10,3,23,3
1601,5.0,5.0,7,3,23,3
1602,4.454545455,4.0,8,2,21,3
1603,6.083333333,6.0,9,3,23,3
1604,3.0,3.0,4,2,17,2
1605,5.166666667,5.0,7,3,23,3
1606,5.75,6.0,7,4,23,3
1607,3.818181818,4.0,7,2,21,1
1608,6.666666667,7.0,10,4,23,3
1609,5.166666667,5.0,9,3,23,3
1610,3.454545455,3.0,8,1,21,1
1611,5.5,6.0,8,3,23,3
1612,5.416666667,6.0,7,3,23,3
1613,5.25,5.0,7,3,23,3
1614,5.583333333,6.0,9,3,23,3
1615,5.666666667,6.0,9,3,23,3
1616,6.083333333,6.0,8,5,23,3
1617,6.083333333,5.5,9,3,23,3
1618,6.333333333,6.0,10,4,23,3
1619,5.5,5.0,9,3,23,3
1620,5.416666667,5.0,8,4,23,3
1621,5.75,6.0,9,1,23,3
1622,5.416666667,5.5,8,1,23,3
1623,5.083333333,5.0,7,4,23,3
1624,6.5,6.0,10,3,23,3
1625,4.916666667,4.5,8,3,23,3
1626,6.083333333,6.0,8,2,23,3
1627,5.416666667,6.0,8,1,23,3
1628,6.0,6.0,8,4,23,3
1629,6.5,6.0,10,4,23,3
1630,6.583333333,6.5,9,3,23,3
1631,6.166666667,6.0,8,4,23,3
1632,5.333333333,5.5,7,4,23,3
1633,5.166666667,5.5,8,3,23,3
1634,5.25,5.5,7,3,23,3
1635,5.416666667,5.0,10,3,23,3
1636,6.166666667,6.0,8,4,23,3
1637,6.083333333,6.0,8,3,23,3
1638,5.833333333,6.0,8,3,23,3
1639,5.583333333,6.0,8,2,23,3
1640,5.0,4.0,8,3,23,3
1641,5.833333333,6.0,8,4,23,3
1642,3.3,3.5,6,1,20,2
1643,5.5,5.0,8,3,23,3
1644,4.833333333,5.5,7,2,23,1
1645,5.083333333,5.0,8,2,23,3
1646,5.666666667,5.5,8,3,23,3
1647,5.833333333,6.0,8,4,23,3
1648,5.833333333,5.5,9,4,23,3
1649,5.0,5.5,8,2,23,3
1650,4.916666667,4.0,8,2,23,3
1651,6.083333333,6.5,9,2,23,3
1652,5.666666667,6.0,8,3,23,3
1653,5.75,6.0,9,4,23,3
1654,2.0,2.0,2,2,11,2
1655,4.0,4.0,5,3,12,2
1656,2.5,2.5,4,1,12,2
1657,2.5,2.5,4,1,12,2
1658,3.5,3.5,5,2,12,2
1659,5.333333333,5.5,7,3,23,3
1660,2.0,2.0,2,2,12,2
1661,5.333333333,5.0,8,3,23,3
1662,2.5,2.5,3,2,12,2
1663,3.0,3.0,3,3,12,2
1664,2.5,2.5,4,1,12,2
1665,2.5,2.5,3,2,12,2
1666,2.0,2.0,2,2,11,2
1667,2.0,2.0,2,2,11,2
1668,2.0,2.0,2,2,11,2
1669,1.0,1.0,1,1,11,2
1670,5.0,5.0,5,5,11,3
1671,5.5,5.0,9,3,23,3
1672,2.0,2.0,2,2,11,2
1673,2.0,2.0,2,2,11,2
1674,4.916666667,5.5,8,2,23,3
1675,4.0,4.0,4,4,11,2
1676,4.0,4.0,4,4,11,2
1677,5.833333333,6.0,7,4,23,3
1678,5.916666667,6.0,8,4,23,3
1679,1.0,1.0,1,1,11,2
1680,1.0,1.0,1,1,11,2
1681,6.083333333,6.0,8,4,23,3
1682,3.0,3.0,3,3,11,2
1683,5.75,5.5,7,4,23,3
1684,6.25,6.0,8,5,23,3
1685,3.5,3.5,4,3,12,2
1686,1.0,1.0,1,1,12,2
1687,3.5,3.5,6,1,12,2
1688,3.0,3.0,4,2,12,2
1689,5.666666667,6.0,7,3,23,3
1690,5.166666667,5.0,6,4,23,1
1691,6.083333333,6.0,8,4,23,3
1692,3.0,3.0,5,1,12,2
1693,5.75,5.5,8,2,23,3
1694,2.0,2.0,2,2,11,2
1695,5.583333333,5.5,7,4,23,3
1696,2.0,2.0,2,2,11,2
1697,2.5,2.5,4,1,12,2
1698,1.0,1.0,1,1,10,2
1699,4.5,5.0,7,2,19,3
1700,3.0,3.0,3,3,11,2
1701,5.583333333,6.0,8,3,22,3
1702,3.5,3.0,7,1,19,2
1703,6.583333333,7.0,9,2,22,3
1704,2.5,2.5,3,2,11,2
1705,5.333333333,5.0,8,3,22,3
1706,3.5,3.5,4,3,11,2
1707,6.083333333,6.0,10,3,22,3
1708,6.25,6.0,10,3,22,3
1709,5.916666667,6.0,8,4,22,3
1710,5.416666667,5.0,7,3,22,3
1711,3.727272727,4.0,6,2,20,2
1712,2.0,2.0,2,2,10,2
1713,6.833333333,7.0,9,3,22,3
1714,2.0,2.0,2,2,10,2
1715,2.0,2.0,2,2,10,2
1716,1.5,1.5,2,1,11,2
1717,5.833333333,6.0,9,3,22,3
1718,2.0,2.0,3,1,11,2
1719,2.0,2.0,3,1,11,2
1720,6.0,6.0,8,4,22,3
1721,2.0,2.0,2,2,10,2
1722,3.5,3.5,5,2,11,2
1723,3.0,3.0,4,2,11,2
1724,5.416666667,5.0,9,3,22,3
1725,2.0,2.0,2,2,10,2
1726,2.5,2.5,3,2,11,2
1727,5.416666667,6.0,7,4,22,3
1728,1.0,1.0,1,1,10,2
1729,1.0,1.0,1,1,10,2
1730,3.5,3.5,5,2,11,2
1731,1.0,1.0,1,1,11,2
1732,5.833333333,6.0,8,3,22,3
1733,5.333333333,5.5,7,3,22,3
1734,5.583333333,5.5,9,3,22,3
1735,3.5,3.5,4,3,11,2
1736,6.0,6.5,9,2,22,3
1737,2.5,2.5,3,2,11,2
1738,6.25,6.0,8,5,22,3
1739,5.666666667,5.5,7,4,22,3
1740,5.083333333,5.0,8,3,22,3
1741,6.583333333,7.0,11,3,22,3
1742,5.833333333,6.0,10,2,22,3
1743,3.0,3.0,4,2,12,2
1744,2.333333333,3.0,3,1,12,2
1745,3.0,4.0,4,1,12,2
1746,3.0,3.0,4,2,12,2
1747,3.0,3.0,3,3,12,2
1748,1.0,1.0,1,1,10,2
1749,3.0,2.0,5,2,12,2
1750,2.0,2.0,2,2,12,2
1751,4.0,4.0,5,3,12,2
1752,3.333333333,3.0,5,2,12,2
1753,1.333333333,1.0,2,1,12,2
1754,2.0,2.0,3,1,12,2
1755,6.166666667,6.0,9,3,22,3
1756,6.25,6.5,10,2,22,3
1757,6.083333333,6.0,9,4,22,3
1758,6.083333333,6.0,10,3,22,3
1759,5.666666667,6.0,9,3,22,3
1760,5.75,6.0,7,3,22,3
1761,6.666666667,7.0,9,4,22,3
1762,5.25,5.0,7,3,22,3
1763,5.75,6.0,9,2,22,3
1764,5.666666667,6.0,8,2,22,3
1765,6.25,6.5,9,4,22,3
1766,5.666666667,6.0,8,2,22,3
1767,6.083333333,5.5,9,4,22,3
1768,5.583333333,5.0,11,3,22,3
1769,5.416666667,5.5,8,3,22,3
1770,6.333333333,6.5,10,3,22,3
1771,5.333333333,5.5,7,2,22,3
1772,2.666666667,2.0,5,1,12,2
1773,5.916666667,6.5,8,4,22,3
1774,4.833333333,5.0,9,1,22,3
1775,5.0,4.5,9,3,22,3
1776,5.666666667,5.5,9,3,22,3
1777,6.0,5.0,10,4,22,3
1778,6.0,5.5,9,3,22,3
1779,5.5,5.0,7,4,22,3
1780,4.833333333,4.5,8,3,22,3
1781,5.75,5.0,9,4,22,3
1782,3.727272727,4.0,6,2,20,2
1783,5.666666667,5.5,7,4,22,3
1784,5.666666667,5.0,10,3,22,3
1785,6.25,6.0,8,4,22,3
1786,5.0,5.0,5,5,10,3
1787,5.75,5.5,9,3,22,3
1788,6.166666667,6.0,9,4,22,3
1789,5.833333333,6.0,8,4,22,3
1790,4.181818182,4.0,8,2,20,3
1791,5.583333333,5.5,8,4,22,3
1792,6.0,6.0,8,4,22,3
1793,3.0,3.0,3,3,10,2
1794,2.666666667,3.0,4,1,14,2
1795,5.833333333,6.0,9,2,21,3
1796,2.0,2.0,3,1,14,2
1797,6.0,6.0,8,4,21,3
1798,5.916666667,5.0,9,4,21,3
1799,3.0,3.0,3,3,10,2
1800,2.0,2.0,3,1,10,2
1801,4.5,4.5,7,2,10,3
1802,2.0,2.0,2,2,10,2
1803,6.333333333,6.5,9,4,21,3
1804,3.0,3.0,4,2,10,2
1805,5.5,5.0,7,5,21,3
1806,3.0,3.0,4,2,10,2
1807,5.666666667,5.0,10,2,21,3
1808,5.5,6.0,8,3,21,3
1809,6.5,6.5,9,5,21,3
1810,5.666666667,5.5,8,3,21,3
1811,5.166666667,5.0,9,1,21,3
1812,5.416666667,5.0,8,4,21,3
1813,5.583333333,6.0,7,4,21,3
1814,5.916666667,5.5,9,4,21,3
1815,5.833333333,6.0,8,3,21,3
1816,5.833333333,6.5,7,2,21,3
1817,5.75,6.0,8,3,21,3
1818,7.0,7.5,9,4,21,3
1819,5.0,5.0,8,2,21,3
1820,6.166666667,6.5,9,2,21,3
1821,5.666666667,6.5,9,2,21,3
1822,6.916666667,7.0,9,4,21,3
1823,5.75,6.0,8,4,21,3
1824,6.416666667,6.5,9,4,21,3
1825,6.833333333,6.5,9,4,21,3
1826,4.0,4.0,4,4,9,2
1827,4.0,4.0,4,4,9,2
1828,2.0,2.0,2,2,9,2
1829,5.666666667,5.5,9,3,21,3
1830,6.25,5.0,10,4,21,3
1831,1.0,1.0,1,1,9,2
1832,4.363636364,5.0,7,1,19,3
1833,2.0,2.0,3,1,11,2
1834,2.333333333,3.0,3,1,11,2
1835,3.333333333,3.0,5,2,11,2
1836,4.333333333,4.0,5,4,11,2
1837,4.0,4.0,5,3,11,2
1838,3.3,2.5,6,2,18,2
1839,3.333333333,4.0,4,2,11,2
1840,2.0,2.0,3,1,11,2
1841,5.416666667,6.0,8,2,21,3
1842,2.333333333,2.0,3,2,11,2
1843,6.333333333,6.0,8,5,21,3
1844,6.25,6.0,10,3,21,3
1845,3.818181818,4.0,7,1,19,2
1846,5.583333333,6.0,7,4,21,3
1847,5.583333333,6.0,9,3,21,3
1848,2.333333333,2.0,4,1,11,2
1849,6.083333333,6.0,9,3,21,3
1850,3.0,3.0,4,2,12,2
1851,3.727272727,4.0,6,1,19,2
1852,6.25,6.0,9,2,21,3
1853,3.666666667,4.0,5,2,11,2
1854,5.916666667,5.5,8,4,21,3
1855,4.272727273,4.0,7,2,19,1
1856,4.0,4.0,7,1,19,2
1857,2.0,1.0,4,1,11,2
1858,4.0,5.0,6,1,19,2
1859,3.636363636,3.0,6,2,19,2
1860,2.75,2.5,4,2,12,2
1861,3.0,3.0,5,1,12,2
1862,5.083333333,5.0,8,1,21,3
1863,2.0,2.0,2,2,9,2
1864,1.0,1.0,1,1,9,2
1865,2.0,2.0,2,2,9,2
1866,3.0,3.0,3,3,10,2
1867,6.166666667,6.0,8,4,21,3
1868,3.0,3.0,3,3,9,2
1869,5.916666667,6.0,8,4,21,3
1870,5.833333333,6.0,9,3,21,3
1871,3.0,3.0,3,3,9,2
1872,3.25,3.0,6,1,20,2
1873,6.0,6.5,8,2,21,3
1874,6.666666667,6.5,9,5,21,3
1875,2.75,3.0,4,1,12,2
1876,5.583333333,6.0,7,2,21,3
1877,6.333333333,6.5,10,3,21,3
1878,3.0,3.0,3,3,9,2
1879,3.0,3.0,4,2,12,2
1880,4.25,4.5,5,3,12,2
1881,2.5,2.0,5,1,12,2
1882,2.25,2.5,3,1,12,2
1883,2.5,2.5,4,1,12,2
1884,3.0,3.0,3,3,9,2
1885,5.916666667,6.0,8,2,21,3
1886,2.75,2.5,4,2,12,2
1887,6.0,6.0,8,3,21,3
1888,1.0,1.0,1,1,9,2
1889,4.0,4.0,4,4,9,2
1890,5.583333333,5.5,8,4,21,3
1891,4.083333333,5.0,6,1,20,1
1892,6.0,6.0,9,3,21,3
1893,6.166666667,6.5,8,3,20,3
1894,5.666666667,6.0,11,2,20,3
1895,6.333333333,6.5,8,4,20,3
1896,5.5,5.0,10,3,20,3
1897,5.666666667,6.0,7,4,20,3
1898,3.0,3.0,3,3,8,2
1899,4.454545455,4.0,8,2,18,3
1900,5.666666667,6.0,7,1,20,3
1901,5.5,5.5,9,2,20,3
1902,5.916666667,6.0,9,1,20,3
1903,6.0,5.5,9,3,20,3
1904,6.5,7.0,9,4,20,3
1905,6.666666667,6.5,9,4,20,3
1906,6.083333333,6.0,9,3,20,3
1907,6.333333333,6.0,9,5,20,3
1908,6.083333333,6.0,8,4,20,3
1909,5.166666667,4.5,8,3,20,3
1910,7.083333333,7.0,11,4,20,0
1911,2.0,2.0,2,2,8,2
1912,2.0,2.0,2,2,8,2
1913,4.0,4.0,4,4,8,2
1914,5.916666667,6.0,8,3,20,3
1915,5.666666667,6.0,7,3,20,3
1916,3.0,3.0,3,3,8,2
1917,2.0,2.0,2,2,8,2
1918,5.0,5.0,5,5,8,3
1919,2.0,2.0,2,2,8,2
1920,2.0,2.0,2,2,8,2
1921,3.090909091,3.0,5,1,18,2
1922,4.181818182,4.0,8,2,18,3
1923,6.416666667,6.5,9,5,20,3
1924,5.5,5.0,9,3,20,3
1925,6.0,6.0,8,4,20,3
1926,2.5,2.5,3,2,9,2
1927,6.75,7.0,9,4,20,3
1928,6.333333333,6.5,8,4,20,3
1929,5.75,6.0,9,3,20,3
1930,6.333333333,6.0,9,5,20,3
1931,6.166666667,6.0,12,3,20,3
1932,5.333333333,5.5,8,2,20,3
1933,6.416666667,6.5,10,3,20,3
1934,3.6,3.0,5,3,12,2
1935,3.8,4.0,5,2,12,2
1936,6.0,6.0,9,4,20,3
1937,1.8,1.0,4,1,12,2
1938,3.6,4.0,4,3,12,2
1939,6.0,6.0,8,4,20,3
1940,1.8,2.0,3,1,12,2
1941,3.2,4.0,4,2,12,2
1942,2.8,3.0,4,2,12,2
1943,5.333333333,5.0,8,2,20,3
1944,5.583333333,5.0,9,2,20,3
1945,5.583333333,6.0,7,3,20,3
1946,6.666666667,6.0,11,4,20,3
1947,2.8,3.0,4,1,12,2
1948,5.75,5.5,10,3,20,3
1949,5.416666667,6.0,8,2,20,3
1950,6.166666667,6.5,9,4,20,3
1951,5.916666667,6.0,8,4,20,3
1952,5.5,5.0,10,3,20,3
1953,6.0,6.0,10,4,20,3
1954,5.75,6.0,7,3,20,3
1955,6.0,5.5,10,3,20,3
1956,6.5,7.0,11,3,20,3
1957,6.333333333,6.0,9,4,20,3
1958,5.916666667,5.5,9,3,20,3
1959,6.083333333,5.5,10,2,20,3
1960,6.583333333,6.0,10,4,20,3
1961,1.75,1.5,3,1,11,2
1962,3.5,4.0,5,1,11,2
1963,3.0,2.5,6,1,11,2
1964,3.75,3.0,8,1,11,2
1965,2.0,2.0,3,1,11,2
1966,2.5,2.5,4,1,11,2
1967,3.75,4.0,5,2,11,2
1968,2.5,2.0,4,2,11,2
1969,6.083333333,7.0,9,3,20,3
1970,5.666666667,6.0,7,4,20,3
1971,5.916666667,6.0,8,4,20,3
1972,2.5,2.5,3,2,9,2
1973,3.0,3.0,3,3,9,2
1974,5.166666667,5.0,8,1,20,3
1975,6.166666667,6.5,8,4,20,3
1976,5.833333333,6.0,8,3,20,3
1977,6.166666667,6.5,8,3,20,3
1978,7.166666667,7.0,12,5,20,0
1979,1.5,1.5,2,1,9,2
1980,6.416666667,6.0,10,4,20,3
1981,6.0,6.0,10,3,20,3
1982,3.666666667,3.0,6,2,10,2
1983,2.666666667,2.0,4,2,10,2
1984,2.166666667,2.0,4,1,13,2
1985,6.416666667,6.0,11,4,20,3
1986,5.333333333,5.5,7,2,20,3
1987,3.666666667,4.0,5,2,10,2
1988,6.25,6.5,9,3,20,3
1989,5.75,5.5,9,2,20,3
1990,5.916666667,6.0,8,4,20,3
1991,4.833333333,4.5,8,3,20,3
1992,3.333333333,4.0,5,1,10,2
1993,3.142857143,3.0,6,1,14,2
1994,4.0,4.0,5,3,10,2
1995,7.083333333,7.0,10,5,20,0
1996,5.833333333,6.0,9,3,20,3
1997,6.583333333,6.5,9,4,20,3
1998,4.5,4.5,5,4,9,2
1999,6.416666667,7.0,9,3,20,3
2000,5.333333333,6.0,8,2,20,3
2001,2.0,2.0,3,1,9,2
2002,3.0,3.0,4,2,9,2
2003,3.5,3.5,5,2,9,2
2004,6.0,6.5,8,3,20,3
2005,2.0,2.0,3,1,9,2
2006,5.75,6.0,9,2,20,3
2007,3.0,3.0,3,3,9,2
2008,6.333333333,6.5,8,4,20,3
2009,5.166666667,5.0,7,3,20,3
2010,5.833333333,6.5,8,2,20,3
2011,3.0,3.0,4,2,10,2
2012,6.5,7.0,9,3,20,3
2013,6.416666667,7.5,9,1,20,3
2014,6.083333333,6.5,9,2,20,3
2015,5.75,6.0,8,4,19,3
2016,6.083333333,6.0,10,4,19,3
2017,6.833333333,7.0,10,5,19,0
2018,6.333333333,6.0,10,4,19,3
2019,6.5,6.0,11,4,19,3
2020,6.916666667,6.5,10,4,19,3
2021,5.916666667,6.0,8,4,19,3
2022,6.75,7.0,11,4,19,3
2023,5.333333333,5.5,8,2,19,3
2024,6.25,6.0,9,4,19,3
2025,5.583333333,5.5,7,4,19,3
2026,5.666666667,5.5,8,5,19,3
2027,6.666666667,6.0,12,4,19,3
2028,5.833333333,6.0,9,3,19,3
2029,6.25,6.5,9,3,19,3
2030,6.333333333,6.0,10,4,19,3
2031,6.416666667,6.0,9,4,19,3
2032,6.833333333,7.0,9,4,19,3
2033,7.0,7.0,11,4,19,0
2034,6.5,7.0,8,4,19,3
2035,5.833333333,5.5,9,1,19,3
2036,6.25,6.0,9,3,19,3
2037,6.416666667,6.0,8,5,19,3
2038,6.25,6.0,8,4,19,3
2039,6.416666667,7.0,8,4,19,3
2040,6.916666667,6.0,10,5,19,3
2041,6.75,6.5,10,5,19,0
2042,5.833333333,6.0,8,2,19,3
2043,6.25,5.5,9,2,19,3
2044,7.583333333,7.5,10,5,19,0
2045,5.833333333,5.5,9,3,19,3
2046,6.25,6.5,10,4,19,3
2047,6.25,6.0,10,4,19,3
2048,6.5,6.5,11,3,19,3
2049,6.333333333,7.0,10,3,19,3
2050,6.166666667,6.0,8,4,19,3
2051,6.166666667,6.0,10,3,19,3
2052,5.333333333,5.0,8,3,19,3
2053,6.0,6.0,9,4,19,3
2054,5.75,5.5,8,4,19,3
2055,5.583333333,6.0,10,3,19,3
2056,6.333333333,6.0,9,4,19,3
2057,5.916666667,6.0,10,2,19,3
2058,5.75,6.0,7,4,19,3
2059,6.583333333,6.5,10,3,19,3
2060,6.333333333,6.5,11,3,19,3
2061,5.916666667,6.0,9,2,19,3
2062,5.916666667,5.5,9,2,19,3
2063,6.333333333,6.0,9,4,19,3
2064,6.0,6.0,9,3,19,3
2065,6.666666667,6.5,8,5,19,3
2066,5.5,6.0,8,3,19,3
2067,6.0,6.0,9,3,19,3
2068,6.583333333,6.5,9,3,19,3
2069,4.25,4.5,6,2,18,2
2070,2.75,2.5,5,1,10,2
2071,3.25,4.0,4,1,10,2
2072,2.75,3.0,3,2,10,2
2073,5.666666667,5.0,9,4,19,3
2074,2.0,2.0,2,2,7,2
2075,1.0,1.0,1,1,7,2
2076,4.5,4.5,6,3,8,2
2077,4.0,4.0,4,4,7,2
2078,4.0,4.0,4,4,7,2
2079,1.0,1.0,1,1,7,2
2080,3.333333333,4.0,4,2,9,2
2081,4.0,4.0,7,1,17,2
2082,3.333333333,3.0,6,1,15,2
2083,4.909090909,6.0,8,1,17,3
2084,5.0,5.0,5,5,7,3
2085,2.0,2.0,3,1,8,2
2086,2.5,2.5,3,2,8,2
2087,3.0,3.0,3,3,8,2
2088,2.0,1.0,4,1,9,2
2089,4.0,4.0,6,2,9,2
2090,3.0,4.0,4,1,9,2
2091,2.666666667,3.0,4,1,9,2
2092,3.0,3.0,4,2,9,2
2093,4.0,4.0,5,3,9,2
2094,4.0,5.0,5,2,9,2
2095,2.666666667,3.0,4,1,9,2
2096,4.0,4.5,6,1,16,2
2097,3.0,3.0,4,2,10,2
2098,3.5,3.5,5,2,10,2
2099,1.0,1.0,1,1,8,2
2100,2.0,2.0,3,1,8,2
2101,1.5,1.5,2,1,8,2
2102,1.5,1.5,2,1,8,2
2103,3.636363636,4.0,8,1,17,3
2104,2.2,2.0,3,2,11,2
2105,4.4,4.0,7,2,16,3
2106,4.363636364,5.0,7,2,17,3
2107,2.5,2.5,4,1,14,2
2108,5.25,5.0,8,2,19,3
2109,6.333333333,6.5,9,3,19,3
2110,4.75,5.0,10,1,19,3
2111,3.636363636,4.0,6,1,17,2
2112,7.833333333,8.0,11,5,19,0
2113,3.333333333,2.5,8,1,12,2
2114,3.5,3.5,5,2,12,2
2115,3.0,3.0,4,2,12,2
2116,3.5,3.5,5,2,12,2
2117,6.0,6.5,10,2,19,3
2118,1.8,1.0,4,1,11,2
2119,2.666666667,3.0,4,1,12,2
2120,3.333333333,3.0,7,1,12,2
